signal,entry_time,exit_time,pair,direction,pair_entry,pair_exit,r_actual,outcome,sl_pts_dxy,dxy_outcome,dxy_entry,dxy_tp,dxy_sl,london_open,gap_pts_at_lon,wave_ext_pts
GAP_REJ_LONG,2023-10-20 13:15:00+00:00,2023-10-20 13:30:00+00:00,USDCHF,long,0.8927,0.8923,-1.0,loss,360,loss,106.214,106.25,106.178,106.336,,
GAP_REJ_LONG,2023-10-20 13:15:00+00:00,2023-10-20 13:30:00+00:00,USDJPY,long,149.935,149.927,-1.0,loss,360,loss,106.214,106.25,106.178,106.336,,
LON_ATTR_LONG,2023-10-23 08:15:00+00:00,2023-10-23 13:30:00+00:00,AUDUSD,short,0.63115,0.6303,0.582,win,1460,win,106.101,106.247,105.955,106.292,,
LON_ATTR_LONG,2023-10-23 08:15:00+00:00,2023-10-23 13:30:00+00:00,EURUSD,short,1.06042,1.05911,0.897,win,1460,win,106.101,106.247,105.955,106.292,,
LON_ATTR_LONG,2023-10-23 08:15:00+00:00,2023-10-23 13:30:00+00:00,GBPUSD,short,1.21775,1.2152,1.747,win,1460,win,106.101,106.247,105.955,106.292,,
LON_ATTR_LONG,2023-10-23 08:15:00+00:00,2023-10-23 13:30:00+00:00,NZDUSD,short,0.58205,0.5814,0.445,win,1460,win,106.101,106.247,105.955,106.292,,
LON_ATTR_LONG,2023-10-23 08:15:00+00:00,2023-10-23 13:30:00+00:00,USDCAD,long,1.37155,1.37328,-1.0,loss,1460,win,106.101,106.247,105.955,106.292,,
LON_ATTR_LONG,2023-10-23 08:15:00+00:00,2023-10-23 13:30:00+00:00,USDCHF,long,0.8925,0.8948,1.575,win,1460,win,106.101,106.247,105.955,106.292,,
LON_ATTR_LONG,2023-10-23 08:15:00+00:00,2023-10-23 13:30:00+00:00,USDJPY,long,149.885,149.945,0.411,win,1460,win,106.101,106.247,105.955,106.292,,
ATTR_CORE_SHORT,2023-10-23 10:30:00+00:00,2023-10-23 11:00:00+00:00,AUDUSD,long,0.63035,0.6307,1.207,win,290,win,106.184,106.155,106.213,106.247,640.0,0.0
ATTR_CORE_SHORT,2023-10-23 10:30:00+00:00,2023-10-23 11:00:00+00:00,EURUSD,long,1.05995,1.0608,2.931,win,290,win,106.184,106.155,106.213,106.247,640.0,0.0
